"Año","Mes","Dia","Fecha","Tｰ Media","TｰMaxima","TｰMinima","Lluvia","%Humedad"
"2015","Nov","4","11/4/2015","13.37","22.1","4.9","0","58.67"
"2015","Nov","5","11/5/2015","12.82","19","8.8","0","67.79"
"2015","Nov","6","11/6/2015","12.42","19.2","8.1","1.8","72.83"
"2015","Nov","7","11/7/2015","12.85","19.4","7.4","4.2","70.21"
"2015","Nov","8","11/8/2015","12.45","17.3","9.1","4.8","75.88"
"2015","Nov","9","11/9/2015","9.89","13.1","7.8","6.6","82.88"
"2015","Nov","10","11/10/2015","11.37","18.6","5.2","0","74.5"
"2015","Nov","11","11/11/2015","11.55","18.6","7.7","4.6","77.04"
"2015","Nov","12","11/12/2015","9.88","14.6","7.7","4.4","84.5"
"2015","Nov","13","11/13/2015","11.55","17.6","6.4","0.8","75.25"
"2015","Nov","14","11/14/2015","11.94","18.7","7.5","2.4","75.67"
"2015","Nov","15","11/15/2015","11.51","16.9","7.7","3.6","76.33"
"2015","Nov","16","11/16/2015","12.87","19.1","8.2","0.6","70.96"
"2015","Nov","17","11/17/2015","13.77","21.1","7.6","0","64.75"
"2015","Nov","18","11/18/2015","15.28","22.9","9.7","2","61.71"
"2015","Nov","19","11/19/2015","15.86","23.7","8.5","0","56.25"
"2015","Nov","20","11/20/2015","14.52","20.2","9.3","0","64.83"
"2015","Nov","21","11/21/2015","14.07","20.1","10.1","0.4","66.21"
"2015","Nov","22","11/22/2015","13.07","20.3","7.3","0","67.08"
"2015","Nov","23","11/23/2015","14.34","22.2","6.8","0","61.92"
"2015","Nov","24","11/24/2015","14.84","22.1","7.7","0","61.46"
"2015","Nov","25","11/25/2015","14","21.5","7.1","0","62.83"
"2015","Nov","26","11/26/2015","13.91","22.1","6.6","0","61.67"
"2015","Nov","27","11/27/2015","12.72","20.7","8.6","9.4","72.21"
"2015","Nov","28","11/28/2015","13.76","21.8","6.3","0","69"
"2015","Nov","29","11/29/2015","13.96","19.4","9.9","3.4","68.5"
"2015","Nov","30","11/30/2015","10.48","13.4","7.9","9.2","82.12"
"2015","Dic","1","12/1/2015","9.37","12.7","6.1","7.4","84.17"
"2015","Dic","2","12/2/2015","11.03","16.4","5.8","0","77.46"
"2015","Dic","3","12/3/2015","11.46","18.3","6.9","10.8","76.04"
"2015","Dic","4","12/4/2015","10.62","17.5","5.6","12.2","76.12"
"2015","Dic","5","12/5/2015","13.07","19.7","6.3","0","59.38"
"2015","Dic","6","12/6/2015","13.7","19.8","7.9","0","66.42"
"2015","Dic","7","12/7/2015","12.24","18.3","8.1","2.4","72.29"
"2015","Dic","8","12/8/2015","11.88","16.8","8.1","5.2","74.96"
"2015","Dic","9","12/9/2015","11.55","16.6","8.4","4.6","79.33"
"2015","Dic","10","12/10/2015","10.97","13.7","8.8","1","83.79"
"2015","Dic","11","12/11/2015","12.03","19.2","7.3","6","75.42"
"2015","Dic","12","12/12/2015","10.95","20.1","4.9","6.8","78.25"
"2015","Dic","13","12/13/2015","12.2","22.1","3.8","0.4","71.12"
"2015","Dic","14","12/14/2015","13.33","22.5","7.7","0","67.21"
"2015","Dic","15","12/15/2015","13.56","21","5.9","0","64.12"
"2015","Dic","16","12/16/2015","13.16","18.8","9","0","69.83"
"2015","Dic","17","12/17/2015","12.43","19","6.7","8","71.88"
"2015","Dic","18","12/18/2015","11.95","16.8","8.7","10.4","79.5"
"2015","Dic","19","12/19/2015","11.01","15.7","7.8","10.2","83.25"
"2015","Dic","20","12/20/2015","11.44","16.9","7.9","12.2","82.12"
"2015","Dic","21","12/21/2015","10.66","14.4","8.3","4.4","83.54"
"2015","Dic","22","12/22/2015","10.62","16.3","7.5","2.6","79.67"
"2015","Dic","23","12/23/2015","11.06","15.9","7.1","2","74.62"
"2015","Dic","24","12/24/2015","9.84","12.6","8.4","8.2","87.21"
"2015","Dic","25","12/25/2015","11.07","15.4","8.2","3.8","87"
"2015","Dic","26","12/26/2015","11.03","13.8","9.3","2.4","83.46"
"2015","Dic","27","12/27/2015","12.32","18.7","7.9","14.2","75.62"
"2015","Dic","28","12/28/2015","12.57","18.8","7.1","12","70.71"
"2015","Dic","29","12/29/2015","12.1","18.8","6.9","3","74"
"2015","Dic","30","12/30/2015","11.9","18.2","7.8","7.4","78.38"
"2015","Dic","31","12/31/2015","12.47","20.3","5.3","0","67.25"
"2016","Ene","1","1/1/2016","13.11","19.1","7.4","0","65.71"
"2016","Ene","2","1/2/2016","11.67","17.6","7.4","1","72.75"
"2016","Ene","3","1/3/2016","13.51","20.8","8","0","61.46"
"2016","Ene","4","1/4/2016","13.41","19.2","8.9","2.8","70.96"
"2016","Ene","5","1/5/2016","12.85","18.1","8.7","0.6","73.62"
"2016","Ene","6","1/6/2016","12.43","18.7","7.3","1.4","73.83"
"2016","Ene","7","1/7/2016","12.92","19.6","7.9","10","72.88"
"2016","Ene","8","1/8/2016","12.8","20.3","6.3","0","69.54"
"2016","Ene","9","1/9/2016","13.72","20.7","8.1","0.2","69.79"
"2016","Ene","10","1/10/2016","12.6","18.2","8.8","1.8","72.29"
"2016","Ene","11","1/11/2016","13.8","19.6","9.7","1.4","72.83"
"2016","Ene","12","1/12/2016","11.94","17","8.9","15.2","79.62"
"2016","Ene","13","1/13/2016","12.82","16.6","9.4","0","76.79"
"2016","Ene","14","1/14/2016","14.42","21.1","7.8","0","60.08"
"2016","Ene","15","1/15/2016","14.41","20.3","10.3","0","64.83"
"2016","Ene","16","1/16/2016","14.28","19.3","10.5","0","69.08"
"2016","Ene","17","1/17/2016","12.76","17.7","9.2","13.8","78.58"
"2016","Ene","18","1/18/2016","12.71","17.7","8.6","0.6","78.08"
"2016","Ene","19","1/19/2016","11.12","14.8","8.6","13.4","85.88"
"2016","Ene","20","1/20/2016","12.67","19.2","9.1","9","79.75"
"2016","Ene","21","1/21/2016","13.65","19.1","10.2","0","77.17"
"2016","Ene","22","1/22/2016","14.44","22","9.1","0","67.17"
"2016","Ene","23","1/23/2016","14.28","22.2","9.1","0","66.04"
"2016","Ene","24","1/24/2016","14.95","22.8","7.7","0","62.21"
"2016","Ene","25","1/25/2016","14.33","21.6","8.8","15","67.21"
"2016","Ene","26","1/26/2016","12.2","17.8","8.3","4.2","77.88"
"2016","Ene","27","1/27/2016","13.02","19","6.7","1.4","73.92"
"2016","Ene","28","1/28/2016","13.58","20.5","10","30.6","77.83"
"2016","Ene","29","1/29/2016","12.92","19.1","8.1","8.4","77.58"
"2016","Ene","30","1/30/2016","14.14","20.8","9.3","0","73.25"
"2016","Ene","31","1/31/2016","12.92","18.1","7.6","5.6","75.96"
"2016","Feb","1","2/1/2016","10.82","15.7","8.1","8","85.67"
"2016","Feb","2","2/2/2016","11.08","15.2","9.6","20.6","89.58"
"2016","Feb","3","2/3/2016","10.54","13.6","8.6","12.6","88.88"
"2016","Feb","4","2/4/2016","11.88","18.9","6.3","13","74.62"
"2016","Feb","5","2/5/2016","11.63","19.1","7.2","24.6","80.21"
"2016","Feb","6","2/6/2016","12.23","18.1","7.6","5.2","78.88"
"2016","Feb","7","2/7/2016","11.53","14.8","8.9","10.6","86.92"
"2016","Feb","8","2/8/2016","12.27","16.4","8.8","2.8","82.79"
"2016","Feb","9","2/9/2016","12.59","16.4","9.3","1","80.54"
"2016","Feb","10","2/10/2016","12.14","16.2","8.6","7.8","81.83"
"2016","Feb","11","2/11/2016","12.55","16.3","9.7","1.2","82.25"
"2016","Feb","12","2/12/2016","11.78","15.3","9.1","7","84.5"
"2016","Feb","13","2/13/2016","13.41","19.3","9.2","0","75.5"
"2016","Feb","14","2/14/2016","13.26","21.2","8.7","0","75.17"
"2016","Feb","15","2/15/2016","13.15","19.7","8.2","0","75.96"
"2016","Feb","16","2/16/2016","13.4","19.7","9","22.2","76.12"
"2016","Feb","17","2/17/2016","11.12","15.6","7.9","5.8","85.33"
"2016","Feb","18","2/18/2016","12.88","17.7","10","0.8","82.79"
"2016","Feb","19","2/19/2016","12.85","18.4","8.4","23.6","81.12"
"2016","Feb","20","2/20/2016","11.95","15.4","10.3","6.2","87.62"
"2016","Feb","21","2/21/2016","12","15","9.8","1","85.83"
"2016","Feb","22","2/22/2016","12.48","16.8","9.8","3","82.5"
"2016","Feb","23","2/23/2016","12.03","16.3","9.3","5.8","86.5"
"2016","Feb","24","2/24/2016","13.28","17.4","9.9","9.4","80.88"
"2016","Feb","25","2/25/2016","12.07","17.8","8.6","23.6","83.62"
"2016","Feb","26","2/26/2016","12.83","18.2","9.2","7.4","81.24"
"2016","Feb","27","2/27/2016","13.44","18.4","9.6","11.6","81.17"
"2016","Feb","28","2/28/2016","13.85","20.5","8.3","1.4","74"
"2016","Feb","29","2/29/2016","14.1","20.4","9.4","3.4","75.33"
"2016","Mar","1","3/1/2016","13.61","19.2","10.5","1","78.79"
"2016","Mar","2","3/2/2016","12.85","17.6","8.6","1","79.42"
"2016","Mar","3","3/3/2016","13.98","21.4","7.1","0.2","72"
"2016","Mar","4","3/4/2016","13.98","21.9","9.4","9.6","73.42"
"2016","Mar","5","3/5/2016","12.96","19.2","7.7","2","76.71"
"2016","Mar","6","3/6/2016","13.34","19.3","8.9","0","74.83"
"2016","Mar","7","3/7/2016","12.87","18.6","9.7","0","77.96"
"2016","Mar","8","3/8/2016","12.34","16.6","9.6","3","81"
"2016","Mar","9","3/9/2016","13.34","18.8","8.7","14","76.88"
"2016","Mar","10","3/10/2016","10.93","16","8.7","35.6","87.12"
"2016","Mar","11","3/11/2016","12.55","19.2","7.9","0.2","79.25"
"2016","Mar","12","3/12/2016","12.6","18.8","8.9","11.2","81.33"
"2016","Mar","13","3/13/2016","11.51","17.4","7.7","0.4","82.5"
"2016","Mar","14","3/14/2016","13.33","19.6","9","0","71.12"
"2016","Mar","15","3/15/2016","12.58","20.1","6.8","0","71.29"
"2016","Mar","16","3/16/2016","12.82","22.1","7.3","0","66.42"
"2016","Mar","17","3/17/2016","13.72","20.8","8.3","0","67.92"
"2016","Mar","18","3/18/2016","12.65","18.6","9.5","0.8","76.54"
"2016","Mar","19","3/19/2016","12.74","18.3","8.6","0","77.08"
"2016","Mar","20","3/20/2016","13.17","19.8","8.2","1.6","74.92"
"2016","Mar","21","3/21/2016","13.23","18.9","9.5","0","73.62"
"2016","Mar","22","3/22/2016","13.41","21.1","7.6","2.2","77.38"
"2016","Mar","23","3/23/2016","14.1","20.7","8.6","2.4","73.88"
"2016","Mar","24","3/24/2016","14.32","22.4","8.3","0.2","72.38"
"2016","Mar","25","3/25/2016","14.11","21.3","9.3","0","75.75"
"2016","Mar","26","3/26/2016","13.65","18.8","10.4","0","79.17"
"2016","Mar","27","3/27/2016","12.73","19.2","8.9","0.6","76.75"
"2016","Mar","28","3/28/2016","13.14","21","5.7","0","67.96"
"2016","Mar","29","3/29/2016","13.03","20.3","6.6","2.2","69.04"
"2016","Mar","30","3/30/2016","12.34","20.7","6.9","0.2","75.12"
"2016","Mar","31","3/31/2016","12.44","19.3","7.4","0","72.42"
"2016","Abr","1","4/1/2016","12.32","19.7","6.5","0","72.96"
"2016","Abr","2","4/2/2016","13.5","19.6","8.4","0","72.54"
"2016","Abr","3","4/3/2016","12.93","20.5","7.9","0.4","69.96"
"2016","Abr","4","4/4/2016","11.33","18.3","5.9","0","76.12"
"2016","Abr","5","4/5/2016","12.28","19.9","7.3","0","74.79"
"2016","Abr","6","4/6/2016","12.06","16.9","9.2","1.4","80.29"
"2016","Abr","7","4/7/2016","11.73","16.4","9.2","0.4","74.83"
"2016","Abr","8","4/8/2016","11.34","16.5","7.4","0","77.17"
"2016","Abr","9","4/9/2016","10.8","16.2","7.4","0","78.5"
"2016","Abr","10","4/10/2016","11.62","18.6","5.8","0","75.5"
"2016","Abr","11","4/11/2016","11.3","16.6","8","0.2","80.21"
"2016","Abr","12","4/12/2016","12.24","19","8.3","3.8","74.46"
"2016","Abr","13","4/13/2016","12.86","20.1","7.4","0","71.17"
"2016","Abr","14","4/14/2016","12.41","19","8.1","0","73"
"2016","Abr","15","4/15/2016","11.73","18.3","7.6","1","79.75"
"2016","Abr","16","4/16/2016","11.3","15.3","8.2","0.6","83.54"
"2016","Abr","17","4/17/2016","11.98","16.5","8.6","0.6","78.96"
"2016","Abr","18","4/18/2016","11.54","17.4","7.4","3.2","78.79"
"2016","Abr","19","4/19/2016","11.18","15.6","8.9","0.2","79.71"
"2016","Abr","20","4/20/2016","11.88","17.8","7.9","1.8","76.42"
"2016","Abr","21","4/21/2016","10.34","18","5.6","6.4","78"
"2016","Abr","22","4/22/2016","9.96","15.2","6.8","4.4","82.54"
"2016","Abr","23","4/23/2016","12.29","18.1","7.5","0.4","73.5"
"2016","Abr","24","4/24/2016","11.68","19.3","6.1","0","65.71"
"2016","Abr","25","4/25/2016","11.29","19.8","2.6","0","53.79"
"2016","Abr","26","4/26/2016","11.7","21.7","2.7","0","58.17"
"2016","Abr","27","4/27/2016","11.7","20.1","4.7","0","65.75"
"2016","Abr","28","4/28/2016","12.27","21.5","5.3","0","61.92"
"2016","Abr","29","4/29/2016","11.64","21.3","4.7","0","65.71"
"2016","Abr","30","4/30/2016","10.15","16.8","6.1","0","74.67"
"2016","May","1","5/1/2016","10.84","20.9","2.7","0","66.92"
"2016","May","2","5/2/2016","11.34","20.8","3.7","0","59.62"
"2016","May","3","5/3/2016","9.86","17.8","2.8","0","63.04"
"2016","May","4","5/4/2016","9.55","18.1","1.6","0","59.79"
"2016","May","5","5/5/2016","9.67","18.7","0.9","0","59.21"
"2016","May","6","5/6/2016","10.75","19","2.4","0","65.29"
"2016","May","7","5/7/2016","10.1","17.2","3.5","0","70"
"2016","May","8","5/8/2016","10.11","17.7","3.7","0","70.46"
"2016","May","9","5/9/2016","10.64","17.6","4.7","0","66.62"
"2016","May","10","5/10/2016","10.25","18.8","2.4","0","67.62"
"2016","May","11","5/11/2016","11.01","19.2","3.9","0","66.67"
"2016","May","12","5/12/2016","10.62","18.3","5.4","4.2","73.67"
"2016","May","13","5/13/2016","9.22","14.1","6","0","81.71"
"2016","May","14","5/14/2016","10.76","18.4","5.5","0","74.5"
"2016","May","15","5/15/2016","10.19","18.3","4.1","0","73.5"
"2016","May","16","5/16/2016","10.96","18.1","6.1","0","71.54"
"2016","May","17","5/17/2016","11.42","19.2","5.3","0","67.96"
"2016","May","18","5/18/2016","10.25","18.8","2.6","0","65.42"
"2016","May","19","5/19/2016","10.64","19.9","2.7","0","57.71"
"2016","May","20","5/20/2016","9.79","17.7","2.5","0","67.38"
"2016","May","21","5/21/2016","10.58","19","3.3","0","68.54"
"2016","May","22","5/22/2016","10.3","18.8","4.6","0","71.88"
"2016","May","23","5/23/2016","10.84","16.6","5.4","0","70.88"
"2016","May","24","5/24/2016","10.97","17.4","6.3","2.6","74.04"
"2016","May","25","5/25/2016","10.92","19.3","6.5","3.8","73.67"
"2016","May","26","5/26/2016","9.3","18.2","1.2","0.2","61.92"
"2016","May","27","5/27/2016","8.39","16.7","3.8","0","75.19"
"2016","May","28","5/28/2016","9.438","17.47","2.71","0","67.904"
"2016","May","29","5/29/2016","8.78","12.1","6.9","0","57.75"
"2016","May","30","5/30/2016","9.9","19.2","2","0","52.75"
"2016","May","31","5/31/2016","9.2","18.9","0.3","0","56.88"
"2016","Jun","1","6/1/2016","9.27","18.2","1","0","57.25"
"2016","Jun","2","6/2/2016","9.45","18.8","0.8","0","52.29"
"2016","Jun","3","6/3/2016","9.12","18.8","1.1","0","51.96"
"2016","Jun","4","6/4/2016","9.23","18.7","-0.2","0","54.62"
"2016","Jun","5","6/5/2016","10","19.3","2.7","0","61.21"
"2016","Jun","6","6/6/2016","10.4","16.9","3.7","0","63.54"
"2016","Jun","7","6/7/2016","10","18.3","2.4","0","62.33"
"2016","Jun","8","6/8/2016","10.26","18.7","3.9","0","66.29"
"2016","Jun","9","6/9/2016","9.68","15.6","4.5","0","72.21"
"2016","Jun","10","6/10/2016","10.71","19.9","3.4","0","68.04"
"2016","Jun","11","6/11/2016","10.27","16.4","5.7","0","73.5"
"2016","Jun","12","6/12/2016","9.97","16.6","4.4","0","69.04"
"2016","Jun","13","6/13/2016","9.38","18.7","2.6","0","63.04"
"2016","Jun","14","6/14/2016","9.87","20.6","0.8","0","55.71"
"2016","Jun","15","6/15/2016","9.08","19.1","0.4","0","56"
"2016","Jun","16","6/16/2016","8.77","18.5","0.4","0","54.62"
"2016","Jun","17","6/17/2016","8.48","17.4","0.4","0","57.79"
"2016","Jun","18","6/18/2016","7.76","15.7","2","0","69"
"2016","Jun","19","6/19/2016","8.02","15.9","3.1","0","72.67"
"2016","Jun","20","6/20/2016","8.86","17.6","1.4","0","63.42"
"2016","Jun","21","6/21/2016","8.57","17.8","0.8","0","63.12"
"2016","Jun","22","6/22/2016","9.03","18.2","1.5","0","62.08"
"2016","Jun","23","6/23/2016","8.39","17.4","1","0","63.38"
"2016","Jun","24","6/24/2016","8.55","17.9","0.5","0","57.46"
"2016","Jun","25","6/25/2016","8.17","15.8","1.9","0","64.08"
"2016","Jun","26","6/26/2016","7.97","16.2","2.2","0","69.33"
"2016","Jun","27","6/27/2016","7.18","12.9","1.9","0.4","79.21"
"2016","Jun","28","6/28/2016","9.28","15.2","6.3","0.4","71.96"
"2016","Jun","29","6/29/2016","8.9","17","1.3","0","58.62"
"2016","Jun","30","6/30/2016","8.6","18.3","-0.4","0","52.42"
"2016","Jul","1","7/1/2016","8.74","17.4","0.3","0","54.42"
"2016","Jul","2","7/2/2016","8.45","17.7","0.6","0","60.92"
"2016","Jul","3","7/3/2016","8.88","18.8","1.3","0","54.92"
"2016","Jul","4","7/4/2016","8.4","17.8","0.8","0","52"
"2016","Jul","5","7/5/2016","8.72","17.6","0.1","0","53"
"2016","Jul","6","7/6/2016","7.92","13.3","2","0","70.96"
"2016","Jul","7","7/7/2016","7.32","8.9","5.2","2.4","84.33"
"2016","Jul","8","7/8/2016","8.85","15.8","4.8","1","77.71"
"2016","Jul","9","7/9/2016","8.01","17.1","1.7","0.2","69.42"
"2016","Jul","10","7/10/2016","8.98","17.7","0.7","0","61.04"
"2016","Jul","11","7/11/2016","9.26","18.1","1.3","0","63.67"
"2016","Jul","12","7/12/2016","9.99","19.3","1.8","0","63.58"
"2016","Jul","13","7/13/2016","9.24","17.6","2.3","0","67.79"
"2016","Jul","14","7/14/2016","9.35","18.2","3.4","0","65.21"
"2016","Jul","15","7/15/2016","10.25","18.4","2.9","0","62.17"
"2016","Jul","16","7/16/2016","10.49","18.6","3.4","0","62.88"
"2016","Jul","17","7/17/2016","10.55","16.2","4.9","0","62.96"
"2016","Jul","18","7/18/2016","10.98","19.4","4.3","0","53.79"
"2016","Jul","19","7/19/2016","9.32","18.7","1","0","50.12"
"2016","Jul","20","7/20/2016","9.3","18.9","1","0","50.71"
"2016","Jul","21","7/21/2016","9.4","19.3","0.7","0","49.67"
"2016","Jul","22","7/22/2016","9.33","19.4","0.3","0","50.62"
"2016","Jul","23","7/23/2016","9.32","19.3","1.1","0","52.54"
"2016","Jul","24","7/24/2016","9.55","19.4","1.4","0","54.5"
"2016","Jul","25","7/25/2016","10.13","20.9","1.3","0","56.29"
"2016","Jul","26","7/26/2016","10.3","20.2","4.4","0","63.5"
"2016","Jul","27","7/27/2016","10.46","18.1","4.5","0","61.29"
"2016","Jul","28","7/28/2016","10.46","20.2","3.4","0","60.25"
"2016","Jul","29","7/29/2016","9.47","19.9","1.9","0","56.79"
"2016","Jul","30","7/30/2016","8.9","18.8","0","0","46.88"
"2016","Jul","31","7/31/2016","8.65","18.9","-1.2","0","40.54"
"2016","Ago","1","8/1/2016","9.05","19.4","-0.6","0","47.75"
"2016","Ago","2","8/2/2016","9.41","17.7","3.1","0","59.33"
"2016","Ago","3","8/3/2016","9.18","17.9","2.3","0","64.04"
"2016","Ago","4","8/4/2016","9.82","18.4","3.2","0","59.17"
"2016","Ago","5","8/5/2016","10.15","20.9","1.4","0","51"
"2016","Ago","6","8/6/2016","9.82","19.4","1.7","0","55.79"
"2016","Ago","7","8/7/2016","9.54","15.6","3.9","0","64.25"
"2016","Ago","8","8/8/2016","9.43","16.7","2.7","0","65.75"
"2016","Ago","9","8/9/2016","8.28","13.5","3.1","0","74.92"
"2016","Ago","10","8/10/2016","8.36","14.2","4.1","0","76.21"
"2016","Ago","11","8/11/2016","9.15","16.6","4.1","0","68.92"
"2016","Ago","12","8/12/2016","9.74","17.4","3.2","0","65.54"
"2016","Ago","13","8/13/2016","10.53","18.7","3.7","0","63.62"
"2016","Ago","14","8/14/2016","11.04","19.7","3.2","0","58.79"
"2016","Ago","15","8/15/2016","11.64","20.6","3.6","0","56.12"
"2016","Ago","16","8/16/2016","11.03","17.8","5","0","60.38"
"2016","Ago","17","8/17/2016","10.32","18.7","3.9","0","62.38"
"2016","Ago","18","8/18/2016","10.83","18.3","4.3","0","58.5"
"2016","Ago","19","8/19/2016","9.6","17.8","4.9","0.6","67"
"2016","Ago","20","8/20/2016","9.73","16.9","4.3","0","62.62"
"2016","Ago","21","8/21/2016","9.3","16.3","2.3","0","66.62"
"2016","Ago","22","8/22/2016","10.68","18.1","5.4","0","66.21"
"2016","Ago","23","8/23/2016","10.81","19.1","2.7","0","63.54"
"2016","Ago","24","8/24/2016","11.96","20.1","5.3","13.2","63"
"2016","Ago","25","8/25/2016","10.78","19","3.9","22.2","66.54"
"2016","Ago","26","8/26/2016","10.78","17.8","4.9","0","66.17"
"2016","Ago","27","8/27/2016","11.72","18.6","5.6","0","62"
"2016","Ago","28","8/28/2016","11.18","17.8","4.3","0","55.54"
"2016","Ago","29","8/29/2016","10.73","19.5","2.5","0","52.17"
"2016","Ago","30","8/30/2016","10.55","18.1","3.3","0","55.92"
"2016","Ago","31","8/31/2016","11.07","20","4.6","1","60.42"
"2016","Set","1","9/1/2016","10.6","20.1","2.8","0","59.62"
"2016","Set","2","9/2/2016","9.72","16.1","5.9","0","65.62"
"2016","Set","3","9/3/2016","9.97","17.8","2.7","0","61.5"
"2016","Set","4","9/4/2016","9.74","16.8","5.3","1","66.33"
"2016","Set","5","9/5/2016","10.97","18.7","3.6","0","57.12"
"2016","Set","6","9/6/2016","10.82","17.8","4.4","0","59.88"
"2016","Set","7","9/7/2016","11.56","19.2","4.1","0","57.25"
"2016","Set","8","9/8/2016","12.28","21.3","4.2","0","55.79"
"2016","Set","9","9/9/2016","12.33","20.2","5.8","0","59.71"
"2016","Set","10","9/10/2016","12.23","20.8","5.6","0","55.88"
"2016","Set","11","9/11/2016","11.85","21.2","4.2","0","54.46"
"2016","Set","12","9/12/2016","12.72","22.3","4.4","0","56.17"
"2016","Set","13","9/13/2016","13.08","23.7","4.8","0","54.58"
"2016","Set","14","9/14/2016","12.74","21.4","4.7","0","55.46"
"2016","Set","15","9/15/2016","12.38","19.8","5.7","0","59.46"
"2016","Set","16","9/16/2016","12.38","21.2","6.1","0","57.71"
"2016","Set","17","9/17/2016","12.03","21.1","4.1","0","55.75"
"2016","Set","18","9/18/2016","12.07","21.6","4.3","0","54.42"
"2016","Set","19","9/19/2016","10.97","18.1","3.4","0","56.75"
"2016","Set","20","9/20/2016","11.15","17.5","6.9","0","65.08"
"2016","Set","21","9/21/2016","11.12","17.2","7.7","0","64.83"
"2016","Set","22","9/22/2016","11.4","17.9","6.3","0","63.46"
"2016","Set","23","9/23/2016","12.47","18.6","7.1","0","61.58"
"2016","Set","24","9/24/2016","11.25","17.7","7.1","1.8","73.21"
"2016","Set","25","9/25/2016","11.16","17.8","6.9","5.8","74.92"
"2016","Set","26","9/26/2016","10.32","17.3","5.4","7.4","76.42"
"2016","Set","27","9/27/2016","11.42","19.3","4.3","0","67.75"
"2016","Set","28","9/28/2016","12.41","19.9","7.1","0","61.46"
"2016","Set","29","9/29/2016","11.48","20.7","5.8","2.4","67.58"
"2016","Set","30","9/30/2016","11.98","20.4","4.9","0","63.83"
"2016","Oct","1","10/1/2016","11.78","17.1","6.8","0.4","68.38"
"2016","Oct","2","10/2/2016","11.7","17.2","8.3","0.4","68.29"
"2016","Oct","3","10/3/2016","11.93","17.8","7.8","2","73.46"
"2016","Oct","4","10/4/2016","10.71","16.8","6.7","3.8","78.58"
"2016","Oct","5","10/5/2016","11.07","16.7","5.8","0.4","74.62"
"2016","Oct","6","10/6/2016","13.07","19.8","7.8","0","62.75"
"2016","Oct","7","10/7/2016","13.09","20.7","6.2","0","54.12"
"2016","Oct","8","10/8/2016","11.68","19.2","5.2","0","61.38"
"2016","Oct","9","10/9/2016","11.58","18.3","5.4","0","62.79"
"2016","Oct","10","10/10/2016","10.01","13.7","6.8","6.2","79.83"
"2016","Oct","11","10/11/2016","9.96","14.3","6.8","3.6","81.54"
"2016","Oct","12","10/12/2016","12.64","20.3","6.9","0","64.04"
"2016","Oct","13","10/13/2016","13.28","21.1","5.5","0","58.42"
"2016","Oct","14","10/14/2016","9.21","12","6.5","12.6","81.96"
"2016","Oct","15","10/15/2016","10.57","17.2","5.2","0.4","76.17"
"2016","Oct","16","10/16/2016","11.62","18.3","7.6","7.8","72.58"
"2016","Oct","17","10/17/2016","11","15.6","6.4","5.8","72.58"
"2016","Oct","18","10/18/2016","11.01","18.6","5.2","3.2","71.54"
"2016","Oct","19","10/19/2016","11.13","18.2","5.6","18.6","71.5"
"2016","Oct","20","10/20/2016","8.54","13.4","4.8","8.6","82.5"
"2016","Oct","21","10/21/2016","10.62","16","5.6","3","71.96"
"2016","Oct","22","10/22/2016","11.96","18.7","6.4","2","66.12"
"2016","Oct","23","10/23/2016","11.75","19.4","7.2","0.2","69.5"
"2016","Oct","24","10/24/2016","11.71","18.3","6.8","0","69.38"
"2016","Oct","25","10/25/2016","13.12","20.4","6.3","0","60.54"
"2016","Oct","26","10/26/2016","12.5","19.3","7","8","70.58"
"2016","Oct","27","10/27/2016","10.35","14.3","7.3","4.4","76"
"2016","Oct","28","10/28/2016","11.3","16.5","8.1","0","73.08"
"2016","Oct","29","10/29/2016","11.38","18.8","4.6","0","68.79"
"2016","Oct","30","10/30/2016","13.64","21.1","7.2","0.2","63.67"
"2016","Oct","31","10/31/2016","12.13","17.7","7.9","5","69.62"
"2016","Nov","1","11/1/2016","13","20","7.6","0","63.21"
"2016","Nov","2","11/2/2016","13.54","21.7","6.5","0","59.83"
"2016","Nov","3","11/3/2016","14.43","21.3","7.7","0","57.5"
"2016","Nov","4","11/4/2016","11.88","16.8","6.7","6","72.08"
"2016","Nov","5","11/5/2016","12.82","19.9","8.2","0","63.92"
"2016","Nov","6","11/6/2016","12.96","19.1","7.3","0","64.75"
"2016","Nov","7","11/7/2016","12.63","20.3","8.2","6","69.25"
"2016","Nov","8","11/8/2016","11.34","18.1","7.3","1.8","70.96"
"2016","Nov","9","11/9/2016","12.03","18.1","6.4","2.6","65.83"
"2016","Nov","10","11/10/2016","13.23","20.9","5.9","0.2","58.83"
"2016","Nov","11","11/11/2016","13.88","21.1","5.8","0","46.96"
"2016","Nov","12","11/12/2016","13.89","21.4","6.7","0","47.33"
"2016","Nov","13","11/13/2016","14.24","21.6","6.9","0","51.75"
"2016","Nov","14","11/14/2016","14.62","21.8","7.3","0","44.88"
"2016","Nov","15","11/15/2016","14.34","22.2","6.7","0","39.46"
"2016","Nov","16","11/16/2016","13.58","21.5","5.6","0","52.38"
"2016","Nov","17","11/17/2016","11.33","19.2","7.2","31.2","71.71"
"2016","Nov","18","11/18/2016","10.43","15.8","6.6","13","80.54"
"2016","Nov","19","11/19/2016","12.96","19.8","6.2","6","63.62"
"2016","Nov","20","11/20/2016","12.43","20.7","5.2","0.2","56.54"
"2016","Nov","21","11/21/2016","12.54","20","5.6","0","60.12"
"2016","Nov","22","11/22/2016","13.28","20.7","6.3","0","62"
"2016","Nov","23","11/23/2016","13.32","20.3","8.2","0.2","62.42"
